timestamp,source_file,page,raw_data,ai_01,ai_21,ai_91,ai_92,ai_93,ai_94,ai_95,ai_99,other
31.07.2025 19:52:28,Test_dmr.pdf,стр.58, 0104664056575019215bBHTI91EE11923A+d96Y99GWTLSjaILFw1fmaq35Mv8GGlv7F/IGbkcc=,,,EE11,3A+d96Y99GWTLSjaILFw1fmaq35Mv8GGlv7F/IGbkcc=,,,,, 0:104664056575019215bBHTI
31.07.2025 19:52:28,Test_dmr.pdf,стр.59, 0104664056575019215iJfN891EE1192cy+dVJaFpFWxUthnJRZPnBdffyxWnV/nDaQoZRWQDlk=,,,EE11,cy+dVJaFpFWxUthnJRZPnBdffyxWnV/nDaQoZRWQDlk=,,,,, 0:104664056575019215iJfN8
31.07.2025 19:52:28,Test_dmr.pdf,стр.60, 0104664056575019215rSkku91EE1192VAnpXmK9USe4KhGZJ587mKofmwnpSdAkSwiSDvWcKrg=,,,EE11,VAnpXmK9USe4KhGZJ587mKofmwnpSdAkSwiSDvWcKrg=,,,,, 0:104664056575019215rSkku
31.07.2025 19:52:28,Test_dmr.pdf,стр.61, 0104664056575019215L&iAT91EE1192Ujgzbm9o9EW9P109OSUOvttRSTTivWMyzXL+/IE9n1I=,,,EE11,Ujgzbm9o9EW9P109OSUOvttRSTTivWMyzXL+/IE9n1I=,,,,, 0:104664056575019215L&iAT
31.07.2025 19:52:28,Test_dmr.pdf,стр.62," 0104664056575019215"":/Ol91EE1192eTwGPksu0anFHSVZJTGJHy2BTzLg1OSp4CPrgqGmBD4=",,,EE11,eTwGPksu0anFHSVZJTGJHy2BTzLg1OSp4CPrgqGmBD4=,,,,," 0:104664056575019215"":/Ol"
31.07.2025 19:52:28,Test_dmr.pdf,стр.63, 01046640565750192153&NBE91EE11920qfM6xyKbA8xtnNwOMHFsn7JAwW6ojUZKEcfOAjTiHk=,,,EE11,0qfM6xyKbA8xtnNwOMHFsn7JAwW6ojUZKEcfOAjTiHk=,,,,, 0:1046640565750192153&NBE
31.07.2025 19:52:28,Test_dmr.pdf,стр.64, 0104664056575019215ym+jm91EE1192c0j0zlUJpgjddJXeiZ/qwj1iEchwhbe/tFHSXTxFSRA=,,,EE11,c0j0zlUJpgjddJXeiZ/qwj1iEchwhbe/tFHSXTxFSRA=,,,,, 0:104664056575019215ym+jm
31.07.2025 19:52:28,Test_dmr.pdf,стр.65, 0104664056575019215Ww%qk91EE1192b/4/Vfz7Zhc0csOL5Ch/LZ602vWeb51IzYfX6dv88a8=,,,EE11,b/4/Vfz7Zhc0csOL5Ch/LZ602vWeb51IzYfX6dv88a8=,,,,, 0:104664056575019215Ww%qk
31.07.2025 19:52:28,Test_dmr.pdf,стр.66, 0104664056575019215Q!W8b91EE1192+sUPqTeTQIhv1diwFZdr9/UGYhGfrEjDJcs/SVm8F70=,,,EE11,+sUPqTeTQIhv1diwFZdr9/UGYhGfrEjDJcs/SVm8F70=,,,,, 0:104664056575019215Q!W8b
31.07.2025 19:52:28,Test_dmr.pdf,стр.67, 0104664056575019215_mQ8o91EE1192mEihYK9yWffyZ6U4N0sp62aI+z7X6EjtSb/OoBUmJg0=,,,EE11,mEihYK9yWffyZ6U4N0sp62aI+z7X6EjtSb/OoBUmJg0=,,,,, 0:104664056575019215_mQ8o
31.07.2025 19:52:28,Test_dmr.pdf,стр.68," 0104664056575019215Zj""._91EE1192twAhsH2Ks7yVlFhccCThHmgY3Mtf7TeF3CCR0L5x0kc=",,,EE11,twAhsH2Ks7yVlFhccCThHmgY3Mtf7TeF3CCR0L5x0kc=,,,,," 0:104664056575019215Zj""._"
31.07.2025 19:52:28,Test_dmr.pdf,стр.69, 0104664056575019215;WCcd91EE1192BRoq/ICFlaVOkNJ+2PtJPWLN+fl9cvN1m92aUTlZZ/c=,,,EE11,BRoq/ICFlaVOkNJ+2PtJPWLN+fl9cvN1m92aUTlZZ/c=,,,,, 0:104664056575019215;WCcd
31.07.2025 19:52:28,Test_dmr.pdf,стр.70, 0104664056575019215g9DEl91EE1192TbvNqfY97IRRq4yQ3Ok0B3bvOtEE0SIsl7yhQ+GNojU=,,,EE11,TbvNqfY97IRRq4yQ3Ok0B3bvOtEE0SIsl7yhQ+GNojU=,,,,, 0:104664056575019215g9DEl
31.07.2025 19:52:28,Test_dmr.pdf,стр.71, 0104664056575019215MN:jY91EE1192VwXVO+BcHzjZYAgfkwijUVhKu30dp8yLgdjnOvdj1gw=,,,EE11,VwXVO+BcHzjZYAgfkwijUVhKu30dp8yLgdjnOvdj1gw=,,,,, 0:104664056575019215MN:jY
31.07.2025 19:52:28,Test_dmr.pdf,стр.72, 0104664056575019215OER/O91EE1192vWiTnrWnXj6YUhip0Y7YcyDeyMLiRASWdVTF9UypNlw=,,,EE11,vWiTnrWnXj6YUhip0Y7YcyDeyMLiRASWdVTF9UypNlw=,,,,, 0:104664056575019215OER/O
31.07.2025 19:52:28,Test_dmr.pdf,стр.73, 0104664056575019215w1XYh91EE1192bcPuzfS+9gzkKjwhxJ/P6KvFiycuc3SxOIR8OJBBwxQ=,,,EE11,bcPuzfS+9gzkKjwhxJ/P6KvFiycuc3SxOIR8OJBBwxQ=,,,,, 0:104664056575019215w1XYh
31.07.2025 19:52:28,Test_dmr.pdf,стр.74, 0104664056575019215q>eYo91EE11926+5QVpi1kVY6OIh781Z5MFjq0+h7cMU1IJqQxemhXlQ=,,,EE11,6+5QVpi1kVY6OIh781Z5MFjq0+h7cMU1IJqQxemhXlQ=,,,,, 0:104664056575019215q>eYo
31.07.2025 19:52:28,Test_dmr.pdf,стр.75, 0104664056575019215kjTDt91EE1192Ixpot5C+eWrH+WvHsEHpihvPiaJsHg4wWuPSQxOnDww=,,,EE11,Ixpot5C+eWrH+WvHsEHpihvPiaJsHg4wWuPSQxOnDww=,,,,, 0:104664056575019215kjTDt
31.07.2025 19:52:28,Test_dmr.pdf,стр.76, 0104664056575019215Wtn>e91EE1192jv8dDr2SE85phvd0aSUeOFsb9Fee8wLlp84tRChDu4Q=,,,EE11,jv8dDr2SE85phvd0aSUeOFsb9Fee8wLlp84tRChDu4Q=,,,,, 0:104664056575019215Wtn>e
31.07.2025 19:52:28,Test_dmr.pdf,стр.77, 0104664056575019215)Mo(K91EE1192ypNbohzSZjlgzKXra9mJB5wkR58asaK7blfc0P9Y/f8=,,,EE11,ypNbohzSZjlgzKXra9mJB5wkR58asaK7blfc0P9Y/f8=,,,,, 0:104664056575019215)Mo(K
31.07.2025 19:52:28,Test_dmr.pdf,стр.78, 0104664056575019215i_7rj91EE1192+mpGTyyms4Wd+a6fugBwPYjdryUsHeLlA7roTVB5Xug=,,,EE11,+mpGTyyms4Wd+a6fugBwPYjdryUsHeLlA7roTVB5Xug=,,,,, 0:104664056575019215i_7rj
31.07.2025 19:52:28,Test_dmr.pdf,стр.79, 0104664056575019215(nGO)91EE1192mRVIBnQ/WXIAA61imrOXkB2gy3r+WndIXOXzKbOgBNc=,,,EE11,mRVIBnQ/WXIAA61imrOXkB2gy3r+WndIXOXzKbOgBNc=,,,,, 0:104664056575019215(nGO)
31.07.2025 19:52:28,Test_dmr.pdf,стр.80, 0104664056575019215BRhsW91EE1192wOMM2glSdkq1yuzW/xvjrwpSCBrr7QEge+5ziG3cl/M=,,,EE11,wOMM2glSdkq1yuzW/xvjrwpSCBrr7QEge+5ziG3cl/M=,,,,, 0:104664056575019215BRhsW
31.07.2025 19:52:28,Test_dmr.pdf,стр.81, 0104664056575019215/6CfP91EE1192KcXvJD4ZT9A/k4Kuq6Q7JvSjt/qj+JhpUZNzRM6lymM=,,,EE11,KcXvJD4ZT9A/k4Kuq6Q7JvSjt/qj+JhpUZNzRM6lymM=,,,,, 0:104664056575019215/6CfP
31.07.2025 19:52:28,Test_dmr.pdf,стр.82, 0104664056575019215BXciU91EE1192BKrrnpEdnBhNc4NLaF9eGs9faRiLoCIRRuPrcj2VBU4=,,,EE11,BKrrnpEdnBhNc4NLaF9eGs9faRiLoCIRRuPrcj2VBU4=,,,,, 0:104664056575019215BXciU
31.07.2025 19:52:28,Test_dmr.pdf,стр.83, 0104664056575019215XEmPc91EE1192oD31Y2rCb7rTl5Rs5zsnJEVnQltohf+XeCMZSKk0xv4=,,,EE11,oD31Y2rCb7rTl5Rs5zsnJEVnQltohf+XeCMZSKk0xv4=,,,,, 0:104664056575019215XEmPc
